Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,pathway_db,input_genes,p_adj_global
KEGG_2021_Human,Cushing syndrome,1/155,0.5415741406288901,0.582294000826551,0,0,1.295159386068477,0.7942892672270463,RAP1B,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6566540708979736
KEGG_2021_Human,Hepatitis C,1/157,0.5461826679773242,0.5828665785131146,0,0,1.2784252784252783,0.7731939126941498,YWHAQ,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6571128756907875
KEGG_2021_Human,JAK-STAT signaling pathway,1/162,0.557504289374834,0.5861993630926563,0,0,1.238408934061108,0.7235838652550021,IL2RG,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6603069530290858
KEGG_2021_Human,Hepatitis B,1/162,0.557504289374834,0.5861993630926563,0,0,1.238408934061108,0.7235838652550021,YWHAQ,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6603069530290858
Reactome_2022,Neuronal System R-HSA-112316,2/386,0.5778995117050575,0.5876944186831092,0,0,1.037202380952381,0.5687554026522348,HSPA8;CALM1,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6609504608450544
Reactome_2022,Metabolism R-HSA-1430728,10/2049,0.580958235420517,0.5898960544269866,0,0,0.9732984578497084,0.5285754310548242,TPST2;HSP90AA1;UBB;CHST12;UBC;PSME1;RPS3;RPL23A;CALM1;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6614714370233523
Reactome_2022,SUMOylation R-HSA-2990846,1/174,0.58354802824362,0.5916155125050525,0,0,1.1518070882232732,0.6203961472877585,DDX5,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.661544128762356
KEGG_2021_Human,cGMP-PKG signaling pathway,1/167,0.5685462179076766,0.5934460522685967,0,0,1.2008032128514057,0.6780607576727649,CALM1,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6624475217468992
Reactome_2022,Gene Expression (Transcription) R-HSA-74160,7/1449,0.5933041068374006,0.6005839118292705,0,0,0.963461739221213,0.5029734510408228,HSP90AA1;UBB;YWHAQ;UBC;PSME1;CALM1;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6660757366944224
Reactome_2022,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,1/182,0.6000614365231335,0.6064939480938255,0,0,1.1004520341536916,0.5620264226281814,CALM1,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6713424076471296
Reactome_2022,Mitotic Prometaphase R-HSA-68877,1/186,0.6080733489730797,0.6127151302629505,0,0,1.0764400764400763,0.5354856269608474,HSP90AA1,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6765522797986172
Reactome_2022,Cilium Assembly R-HSA-5617833,1/186,0.6080733489730797,0.6127151302629505,0,0,1.0764400764400763,0.5354856269608474,HSP90AA1,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6765522797986172
KEGG_2021_Human,Tuberculosis,1/180,0.5959948895695214,0.6175889073075475,0,0,1.1128604480559787,0.57593108520923,CALM1,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.680583662444254
KEGG_2021_Human,Alcoholism,1/186,0.6080733489730797,0.6255718626125929,0,0,1.0764400764400763,0.5354856269608474,CALM1,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.6868990405037194
Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,6/1312,0.6477867764706359,0.6517366958393592,0,0,0.9087680427486884,0.3945813456863105,UBB;YWHAQ;UBC;PSME1;CALM1;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.7099274722535878
Reactome_2022,G Alpha (Q) Signaling Events R-HSA-416476,1/212,0.656413360813253,0.6594106820955052,0,0,0.9425534970558668,0.3967816231519864,ANXA1,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.7161225293094161
Reactome_2022,Biological Oxidations R-HSA-211859,1/218,0.6667018973168327,0.6687283468527502,0,0,0.916212819438626,0.371443913003097,TPST2,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.7236648185783718
Reactome_2022,SLC-mediated Transmembrane Transport R-HSA-425407,1/247,0.7122868810987432,0.7133677413128535,0,0,0.807013221647368,0.2737990281131923,CALM1,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.7488755875841843
KEGG_2021_Human,Chemical carcinogenesis,1/239,0.7003672839686657,0.7153751543394227,0,0,0.8344792462439521,0.2972001091279682,HSP90AA1,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.7499900811622979
KEGG_2021_Human,Neuroactive ligand-receptor interaction,1/341,0.8216492920987581,0.8333038919866838,0,0,0.5811051693404634,0.1141532448744096,GZMA,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.8474095746927933
KEGG_2021_Human,Alzheimer disease,1/369,0.8453966150669691,0.8513501123561731,0,0,0.5361220904699165,0.0900413806333399,CALM1,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.8637674502283076
KEGG_2021_Human,Olfactory transduction,1/440,0.8924859861784817,0.8924859861784817,0,0,0.4477807689652792,0.0509325849939241,CALM1,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.9002052747895395
Reactome_2022,Sensory Perception R-HSA-9709957,1/616,0.9565558808241212,0.9565558808241212,0,0,0.3167446825983411,0.0140685538737299,CALM1,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.9616491043274951
Reactome_2022,Eukaryotic Translation Elongation R-HSA-156842,34/90,6.017365986071692e-57,1.4682373006014928e-54,0,0,182.54761904761904,23631.282288588234,RPL5;RPL12;RPL11;RPL10A;RPL8;RPL9;EEF1B2;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPS3A;RPSA;RPL23A;EEF2;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.7122237932014467e-52
Reactome_2022,Peptide Chain Elongation R-HSA-156902,33/86,1.666306001868801e-55,2.032893322279937e-53,0,0,184.4412841453112,23263.86891049652,RPL5;RPL12;RPL11;RPL10A;RPL8;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPS3A;RPSA;RPL23A;EEF2;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",2.3029777208114142e-51
Reactome_2022,Selenocysteine Synthesis R-HSA-2408557,32/90,1.7684191383501647e-52,8.629885395148803e-51,0,0,160.98985801217037,19184.249988415235,RPL5;RPL12;RPL11;RPL10A;RPL8;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPS3A;RPSA;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",9.004604103096054e-49
Reactome_2022,Viral mRNA Translation R-HSA-192823,32/90,1.7684191383501647e-52,8.629885395148803e-51,0,0,160.98985801217037,19184.249988415235,RPL5;RPL12;RPL11;RPL10A;RPL8;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPS3A;RPSA;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",9.004604103096054e-49
Reactome_2022,Eukaryotic Translation Termination R-HSA-72764,32/90,1.7684191383501647e-52,8.629885395148803e-51,0,0,160.98985801217037,19184.249988415235,RPL5;RPL12;RPL11;RPL10A;RPL8;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPS3A;RPSA;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",9.004604103096054e-49
Reactome_2022,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,32/92,4.155013101417069e-52,1.689705327909608e-50,0,0,155.6078431372549,18409.980922381998,RPL5;RPL12;RPL11;RPL10A;RPL8;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPS3A;RPSA;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.717867083374768e-48
Reactome_2022,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,32/98,4.7200919574882347e-51,1.4396280470339116e-49,0,0,141.41889483065953,16387.623153746244,RPL5;RPL12;RPL11;RPL10A;RPL8;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.3922256601193803e-47
Reactome_2022,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,32/98,4.7200919574882347e-51,1.4396280470339116e-49,0,0,141.41889483065953,16387.623153746244,RPL5;RPL12;RPL11;RPL10A;RPL8;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.3922256601193803e-47
Reactome_2022,L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,32/108,1.8530661960768078e-49,4.5214815184274095e-48,0,0,122.74922600619196,13773.669523332606,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",4.169226562922018e-46
Reactome_2022,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,32/108,1.8530661960768078e-49,4.5214815184274095e-48,0,0,122.74922600619196,13773.669523332606,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",4.169226562922018e-46
Reactome_2022,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,32/109,2.6145752366868e-49,5.799603252287082e-48,0,0,121.14896867838044,13552.39818240591,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",5.226233385299609e-46
Reactome_2022,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,32/112,7.1819891965042e-49,1.4603378032891872e-47,0,0,116.58823529411764,12924.39968549003,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.2587476934873102e-45
Reactome_2022,Selenoamino Acid Metabolism R-HSA-2408522,32/114,1.3838070118056217e-48,2.5972993144659363e-47,0,0,113.73314203730273,12533.306504384002,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",2.191125911033497e-45
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,32/116,2.630384746373981e-48,4.584384843680367e-47,0,0,111.0140056022409,12162.356342512976,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",3.786892896915137e-45
KEGG_2021_Human,Ribosome,34/158,2.851836242919566e-47,2.1103588197604796e-45,0,0,82.158357771261,8805.201737972866,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPS18;RPL35;RPLP2;RPL13;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,KEGG_2021_Human,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.6735145440700602e-43
Reactome_2022,Influenza Viral RNA Transcription And Replication R-HSA-168273,32/137,1.111419694607392e-45,1.8079093698946911e-44,0,0,88.71708683473389,9183.166960216522,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.32747419474675e-42
Reactome_2022,Cellular Response To Starvation R-HSA-9711097,32/153,5.637198104809282e-44,8.596727109834155e-43,0,0,76.92367525522606,7660.394733722037,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",6.08678981973079e-41
Reactome_2022,Influenza Infection R-HSA-168255,32/157,1.3983059762665237e-43,2.006980342406069e-42,0,0,74.44705882352942,7346.130346520832,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.396083694322818e-40
Reactome_2022,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,32/167,1.2135039948382108e-42,1.6449720818917967e-41,0,0,68.89760348583879,6649.656462963308,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.1054770007967753e-39
Reactome_2022,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,32/179,1.348413237026465e-41,1.7316464728129342e-40,0,0,63.23489395758303,5950.84997819836,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",1.1443297107838807e-38
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,33/209,5.01907007546025e-41,6.123265492061505e-40,0,0,55.19776119402985,5121.951731586394,RPL5;RPL12;RPL11;CXCR4;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",3.9801225698399776e-38
Reactome_2022,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,32/189,8.768786190510905e-41,1.0188494430879338e-39,0,0,59.17721993255901,5458.19847815815,RPL5;RPL12;RPL11;RPL8;RPL10A;RPL9;RPL7A;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPL21;RPS7;RPS8;RPS5;RPL13A;RPSA;RPS3A;RPL23A;RPS27;RPL37A;FAU;RPL29;RPS21;RPS23,1,100,human,Reactome_2022,"CD74,CD79A,HLA-DRA,CD79B,HLA-DPB1,HLA-DQA1,MS4A1,HLA-DRB1,CD37,HLA-DQB1,HLA-DPA1,HLA-DRB5,TCL1A,RPL18A,HLA-DMA,LINC00926,RPS11,RPS23,RPS5,VPREB3",6.515706519102672e-38
